"Year","State","NMFS Name","Pounds","Metric Tons","Dollars","Confidentiality","Collection","Scientific Name","Tsn","Source"
"2007","WASHINGTON","SABLEFISH","2,973,812","1,349","6,442,111","Public","Commercial","Anoplopoma fimbria","167123","PACFIN"
"2007","WASHINGTON","SOLE, DOVER","2,136,718","969","767,504","Public","Commercial","Microstomus pacificus","172887","PACFIN"
"2007","WASHINGTON","THORNYHEAD, LONGSPINE","18,739","9","8,992","Public","Commercial","Sebastolobus altivelis","166784","PACFIN"
"2007","WASHINGTON","THORNYHEAD, SHORTSPINE","171,740","78","121,621","Public","Commercial","Sebastolobus alascanus","166783","PACFIN"
"2006","CALIFORNIA","SABLEFISH","3,621,529","1,643","4,899,284","Public","Commercial","Anoplopoma fimbria","167123","PACFIN"
"2006","CALIFORNIA","SOLE, DOVER","3,843,094","1,743","1,417,036","Public","Commercial","Microstomus pacificus","172887","PACFIN"
"2006","CALIFORNIA","THORNYHEAD, LONGSPINE","1,160,292","526","657,337","Public","Commercial","Sebastolobus altivelis","166784","PACFIN"
"2006","CALIFORNIA","THORNYHEAD, SHORTSPINE","780,876","354","1,624,464","Public","Commercial","Sebastolobus alascanus","166783","PACFIN"
"2006","OREGON","SABLEFISH","5,841,141","2,650","9,786,743","Public","Commercial","Anoplopoma fimbria","167123","PACFIN"
"2006","OREGON","SOLE, DOVER","7,772,608","3,526","2,878,442","Public","Commercial","Microstomus pacificus","172887","PACFIN"
"2006","OREGON","THORNYHEAD, LONGSPINE","437,617","199","268,128","Public","Commercial","Sebastolobus altivelis","166784","PACFIN"
"2006","OREGON","THORNYHEAD, SHORTSPINE","664,913","302","506,972","Public","Commercial","Sebastolobus alascanus","166783","PACFIN"
"2006","WASHINGTON","SABLEFISH","4,205,313","1,908","8,132,648","Public","Commercial","Anoplopoma fimbria","167123","PACFIN"
"2006","WASHINGTON","SOLE, DOVER","1,550,068","703","566,756","Public","Commercial","Microstomus pacificus","172887","PACFIN"
"2006","WASHINGTON","THORNYHEAD, LONGSPINE","","","","Confidential","Commercial","Sebastolobus altivelis","166784","PACFIN"
"2006","WASHINGTON","THORNYHEAD, SHORTSPINE","105,601","48","74,075","Public","Commercial","Sebastolobus alascanus","166783","PACFIN"
"2006","WASHINGTON","THORNYHEAD, SHORTSPINE","","","","Confidential","Commercial","Sebastolobus alascanus","166783","PACFIN"
"2005","CALIFORNIA","SABLEFISH","3,648,867","1,655","4,298,389","Public","Commercial","Anoplopoma fimbria","167123","PACFIN"
"2005","CALIFORNIA","SOLE, DOVER","4,864,053","2,206","1,793,029","Public","Commercial","Microstomus pacificus","172887","PACFIN"
"2005","CALIFORNIA","THORNYHEAD, LONGSPINE","1,101,869","500","512,497","Public","Commercial","Sebastolobus altivelis","166784","PACFIN"
"2005","CALIFORNIA","THORNYHEAD, SHORTSPINE","778,451","353","1,470,771","Public","Commercial","Sebastolobus alascanus","166783","PACFIN"
"2005","OREGON","SABLEFISH","5,833,645","2,646","8,651,092","Public","Commercial","Anoplopoma fimbria","167123","PACFIN"
"2005","OREGON","SOLE, DOVER","8,758,294","3,973","3,189,908","Public","Commercial","Microstomus pacificus","172887","PACFIN"
"2005","OREGON","THORNYHEAD, LONGSPINE","285,719","130","153,766","Public","Commercial","Sebastolobus altivelis","166784","PACFIN"
"2005","OREGON","THORNYHEAD, SHORTSPINE","595,247","270","412,758","Public","Commercial","Sebastolobus alascanus","166783","PACFIN"
"2005","WASHINGTON","SABLEFISH","4,207,297","1,908","7,293,715","Public","Commercial","Anoplopoma fimbria","167123","PACFIN"
"2005","WASHINGTON","SOLE, DOVER","1,596,365","724","568,874","Public","Commercial","Microstomus pacificus","172887","PACFIN"
"2005","WASHINGTON","THORNYHEAD, LONGSPINE","882","0","475","Public","Commercial","Sebastolobus altivelis","166784","PACFIN"
"2005","WASHINGTON","THORNYHEAD, SHORTSPINE","73,414","33","45,271","Public","Commercial","Sebastolobus alascanus","166783","PACFIN"
"2005","WASHINGTON","THORNYHEAD, SHORTSPINE","","","","Confidential","Commercial","Sebastolobus alascanus","166783","PACFIN"
"2004","CALIFORNIA","SABLEFISH","3,164,512","1,435","3,726,493","Public","Commercial","Anoplopoma fimbria","167123","PACFIN"
"2004","CALIFORNIA","SOLE, DOVER","5,267,058","2,389","1,945,305","Public","Commercial","Microstomus pacificus","172887","PACFIN"
"2004","CALIFORNIA","THORNYHEAD, LONGSPINE","957,246","434","451,474","Public","Commercial","Sebastolobus altivelis","166784","PACFIN"
"2004","CALIFORNIA","THORNYHEAD, SHORTSPINE","916,240","416","1,435,112","Public","Commercial","Sebastolobus alascanus","166783","PACFIN"
"2004","OREGON","SABLEFISH","5,627,293","2,553","6,933,647","Public","Commercial","Anoplopoma fimbria","167123","PACFIN"
"2004","OREGON","SOLE, DOVER","8,381,304","3,802","3,032,758","Public","Commercial","Microstomus pacificus","172887","PACFIN"
"2004","OREGON","THORNYHEAD, LONGSPINE","443,570","201","207,502","Public","Commercial","Sebastolobus altivelis","166784","PACFIN"
"2004","OREGON","THORNYHEAD, SHORTSPINE","683,653","310","435,943","Public","Commercial","Sebastolobus alascanus","166783","PACFIN"
"2004","WASHINGTON","SABLEFISH","3,899,752","1,769","6,155,612","Public","Commercial","Anoplopoma fimbria","167123","PACFIN"
"2004","WASHINGTON","SOLE, DOVER","1,226,430","556","422,826","Public","Commercial","Microstomus pacificus","172887","PACFIN"
"2004","WASHINGTON","THORNYHEAD, LONGSPINE","15,432","7","7,464","Public","Commercial","Sebastolobus altivelis","166784","PACFIN"
"2004","WASHINGTON","THORNYHEAD, SHORTSPINE","63,714","29","42,333","Public","Commercial","Sebastolobus alascanus","166783","PACFIN"
"2003","CALIFORNIA","SABLEFISH","3,636,257","1,649","4,721,059","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"2003","CALIFORNIA","SOLE, DOVER","7,188,067","3,260","2,605,828","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"2003","CALIFORNIA","THORNYHEAD, SHORTSPINE","860,874","390","1,301,261","Public","Commercial","Sebastolobus alascanus","166783","PACFINHIST"
"2003","OREGON","SABLEFISH","4,797,601","2,176","7,380,549","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"2003","OREGON","SOLE, DOVER","8,034,239","3,644","2,985,923","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"2003","OREGON","THORNYHEAD, SHORTSPINE","652,484","296","517,546","Public","Commercial","Sebastolobus alascanus","166783","PACFINHIST"
"2003","WASHINGTON","SABLEFISH","3,735,862","1,695","6,674,814","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"2003","WASHINGTON","SOLE, DOVER","1,016,518","461","355,283","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"2003","WASHINGTON","THORNYHEAD, SHORTSPINE","90,164","41","66,576","Public","Commercial","Sebastolobus alascanus","166783","PACFINHIST"
"2002","CALIFORNIA","SABLEFISH","2,892,734","1,312","3,508,384","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"2002","CALIFORNIA","SOLE, DOVER","6,887,184","3,124","2,503,800","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"2002","CALIFORNIA","THORNYHEAD, SHORTSPINE","857,627","389","1,272,952","Public","Commercial","Sebastolobus alascanus","166783","PACFINHIST"
"2002","OREGON","SABLEFISH","3,184,818","1,445","4,404,768","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"2002","OREGON","SOLE, DOVER","6,001,276","2,722","2,209,744","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"2002","OREGON","THORNYHEAD, SHORTSPINE","577,238","262","574,519","Public","Commercial","Sebastolobus alascanus","166783","PACFINHIST"
"2002","WASHINGTON","SABLEFISH","2,558,924","1,161","4,354,015","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"2002","WASHINGTON","SOLE, DOVER","1,005,867","456","345,067","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"2002","WASHINGTON","THORNYHEAD, SHORTSPINE","72,331","33","54,923","Public","Commercial","Sebastolobus alascanus","166783","PACFINHIST"
"2001","CALIFORNIA","SABLEFISH","3,433,833","1,558","4,174,568","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"2001","CALIFORNIA","SOLE, DOVER","5,380,607","2,441","1,897,510","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"2001","CALIFORNIA","THORNYHEAD, SHORTSPINE","452,667","205","651,467","Public","Commercial","Sebastolobus alascanus","166783","PACFINHIST"
"2001","OREGON","SABLEFISH","5,697,244","2,584","7,986,347","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"2001","OREGON","SOLE, DOVER","8,241,861","3,738","3,050,858","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"2001","OREGON","THORNYHEAD, SHORTSPINE","495,351","225","494,521","Public","Commercial","Sebastolobus alascanus","166783","PACFINHIST"
"2001","WASHINGTON","SABLEFISH","3,589,406","1,628","5,983,836","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"2001","WASHINGTON","SOLE, DOVER","1,557,553","707","544,202","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"2001","WASHINGTON","THORNYHEAD, SHORTSPINE","94,588","43","74,107","Public","Commercial","Sebastolobus alascanus","166783","PACFINHIST"
"2000","CALIFORNIA","SABLEFISH","4,175,772","1,894","5,263,183","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"2000","CALIFORNIA","SOLE, DOVER","7,309,275","3,315","2,488,117","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"2000","CALIFORNIA","THORNYHEAD, SHORTSPINE","645,137","293","895,669","Public","Commercial","Sebastolobus alascanus","166783","PACFINHIST"
"2000","OREGON","SABLEFISH","6,255,763","2,838","9,266,238","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"2000","OREGON","SOLE, DOVER","10,376,493","4,707","3,790,471","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"2000","OREGON","THORNYHEAD, SHORTSPINE","627,350","285","639,084","Public","Commercial","Sebastolobus alascanus","166783","PACFINHIST"
"2000","WASHINGTON","SABLEFISH","3,754,827","1,703","6,545,151","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"2000","WASHINGTON","SOLE, DOVER","1,650,252","749","574,469","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"2000","WASHINGTON","THORNYHEAD, SHORTSPINE","101,763","46","85,316","Public","Commercial","Sebastolobus alascanus","166783","PACFINHIST"
"1999","CALIFORNIA","SABLEFISH","4,357,186","1,976","4,310,029","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1999","CALIFORNIA","SOLE, DOVER","8,426,826","3,822","2,791,000","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1999","CALIFORNIA","THORNYHEAD, SHORTSPINE","783,021","355","908,580","Public","Commercial","Sebastolobus alascanus","166783","PACFINHIST"
"1999","OREGON","SABLEFISH","6,582,365","2,986","7,764,241","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1999","OREGON","SOLE, DOVER","9,529,310","4,322","3,258,287","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1999","OREGON","THORNYHEAD, SHORTSPINE","703,841","319","635,377","Public","Commercial","Sebastolobus alascanus","166783","PACFINHIST"
"1999","WASHINGTON","SABLEFISH","4,078,228","1,850","5,738,100","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1999","WASHINGTON","SOLE, DOVER","1,770,784","803","577,163","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1999","WASHINGTON","THORNYHEAD, SHORTSPINE","130,297","59","105,448","Public","Commercial","Sebastolobus alascanus","166783","PACFINHIST"
"1998","CALIFORNIA","SABLEFISH","3,204,437","1,454","3,388,658","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1998","CALIFORNIA","SOLE, DOVER","7,901,227","3,584","2,667,469","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1998","CALIFORNIA","THORNYHEAD, SHORTSPINE","1,224,956","556","1,170,216","Public","Commercial","Sebastolobus alascanus","166783","PACFINHIST"
"1998","OREGON","SABLEFISH","3,879,826","1,760","4,647,978","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1998","OREGON","SOLE, DOVER","8,108,228","3,678","2,877,287","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1998","OREGON","THORNYHEAD, SHORTSPINE","1,077,858","489","796,748","Public","Commercial","Sebastolobus alascanus","166783","PACFINHIST"
"1998","WASHINGTON","SABLEFISH","2,957,539","1,342","3,931,270","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1998","WASHINGTON","SOLE, DOVER","1,440,191","653","486,739","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1998","WASHINGTON","THORNYHEAD, SHORTSPINE","184,620","84","144,834","Public","Commercial","Sebastolobus alascanus","166783","PACFINHIST"
"1997","CALIFORNIA","SABLEFISH","6,543,287","2,968","9,060,254","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1997","CALIFORNIA","SOLE, DOVER","11,703,252","5,309","3,349,196","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1997","CALIFORNIA","THORNYHEAD, SHORTSPINE","1,315,415","597","1,267,560","Public","Commercial","Sebastolobus alascanus","166783","PACFINHIST"
"1997","OREGON","SABLEFISH","6,476,093","2,938","10,404,187","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1997","OREGON","SOLE, DOVER","8,411,242","3,815","2,642,920","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1997","OREGON","THORNYHEAD, SHORTSPINE","1,111,843","504","934,711","Public","Commercial","Sebastolobus alascanus","166783","PACFINHIST"
"1997","WASHINGTON","SABLEFISH","5,038,663","2,286","9,848,109","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1997","WASHINGTON","SOLE, DOVER","2,002,089","908","578,595","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1997","WASHINGTON","THORNYHEAD, SHORTSPINE","271,570","123","233,299","Public","Commercial","Sebastolobus alascanus","166783","PACFINHIST"
"1996","CALIFORNIA","SABLEFISH","7,045,500","3,196","8,688,979","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1996","CALIFORNIA","SOLE, DOVER","14,119,645","6,405","4,237,743","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1996","CALIFORNIA","THORNYHEAD, SHORTSPINE","1,543,069","700","1,522,377","Public","Commercial","Sebastolobus alascanus","166783","PACFINHIST"
"1996","OREGON","SABLEFISH","7,052,331","3,199","10,167,221","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1996","OREGON","SOLE, DOVER","9,905,616","4,493","3,273,423","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1996","OREGON","THORNYHEAD, SHORTSPINE","1,332,771","605","1,356,955","Public","Commercial","Sebastolobus alascanus","166783","PACFINHIST"
"1996","WASHINGTON","SABLEFISH","4,895,787","2,221","8,368,194","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1996","WASHINGTON","SOLE, DOVER","2,517,618","1,142","815,401","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1996","WASHINGTON","THORNYHEAD, SHORTSPINE","271,152","123","250,650","Public","Commercial","Sebastolobus alascanus","166783","PACFINHIST"
"1995","CALIFORNIA","SABLEFISH","6,214,709","2,819","7,302,472","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1995","CALIFORNIA","SOLE, DOVER","13,443,932","6,098","4,295,958","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1995","CALIFORNIA","THORNYHEAD, SHORTSPINE","1,652,890","750","1,888,828","Public","Commercial","Sebastolobus alascanus","166783","PACFINHIST"
"1995","OREGON","SABLEFISH","6,955,830","3,155","9,269,915","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1995","OREGON","SOLE, DOVER","7,418,682","3,365","2,599,086","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1995","OREGON","THORNYHEAD, SHORTSPINE","1,551,719","704","1,736,935","Public","Commercial","Sebastolobus alascanus","166783","PACFINHIST"
"1995","WASHINGTON","SABLEFISH","5,132,155","2,328","8,738,457","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1995","WASHINGTON","SOLE, DOVER","2,009,593","912","699,746","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1995","WASHINGTON","THORNYHEAD, SHORTSPINE","337,140","153","340,639","Public","Commercial","Sebastolobus alascanus","166783","PACFINHIST"
"1994","CALIFORNIA","SABLEFISH","4,818,728","2,186","3,352,558","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1994","CALIFORNIA","SOLE, DOVER","9,893,539","4,488","2,906,521","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1994","OREGON","SABLEFISH","9,012,366","4,088","7,756,455","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1994","OREGON","SOLE, DOVER","8,019,951","3,638","2,535,065","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1994","WASHINGTON","SABLEFISH","3,967,662","1,800","4,972,510","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1994","WASHINGTON","SOLE, DOVER","2,113,820","959","652,963","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1994","WASHINGTON","THORNYHEAD, SHORTSPINE","1,218,830","553","910,273","Public","Commercial","Sebastolobus alascanus","166783","PACFINHIST"
"1993","CALIFORNIA","SABLEFISH","5,727,785","2,598","2,477,449","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1993","CALIFORNIA","SOLE, DOVER","14,433,715","6,547","3,929,044","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1993","OREGON","SABLEFISH","8,605,821","3,904","4,752,416","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1993","OREGON","SOLE, DOVER","13,192,745","5,984","3,879,754","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1993","WASHINGTON","SABLEFISH","4,486,247","2,035","4,058,227","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1993","WASHINGTON","SOLE, DOVER","2,774,663","1,259","821,590","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1993","WASHINGTON","THORNYHEAD, SHORTSPINE","1,022,570","464","481,816","Public","Commercial","Sebastolobus alascanus","166783","PACFINHIST"
"1992","CALIFORNIA","SABLEFISH","8,190,570","3,715","4,426,018","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1992","CALIFORNIA","SOLE, DOVER","19,054,146","8,643","5,402,180","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1992","OREGON","SABLEFISH","8,658,428","3,927","5,712,229","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1992","OREGON","SOLE, DOVER","12,429,726","5,638","3,739,344","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1992","WASHINGTON","SABLEFISH","4,604,448","2,089","4,718,905","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1992","WASHINGTON","SOLE, DOVER","2,789,981","1,266","815,549","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1992","WASHINGTON","THORNYHEAD, SHORTSPINE","682,809","310","340,809","Public","Commercial","Sebastolobus alascanus","166783","PACFINHIST"
"1991","CALIFORNIA","SABLEFISH","7,403,634","3,358","3,700,785","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1991","CALIFORNIA","SOLE, DOVER","17,021,227","7,721","5,052,762","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1991","OREGON","SABLEFISH","8,667,950","3,932","5,223,604","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1991","OREGON","SOLE, DOVER","19,428,977","8,813","5,974,097","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1991","WASHINGTON","SABLEFISH","5,506,650","2,498","6,607,611","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1991","WASHINGTON","SOLE, DOVER","3,607,687","1,636","1,068,989","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1991","WASHINGTON","THORNYHEAD, SHORTSPINE","409,021","186","208,045","Public","Commercial","Sebastolobus alascanus","166783","PACFINHIST"
"1990","CALIFORNIA","SABLEFISH","8,268,711","3,751","3,562,641","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1990","CALIFORNIA","SOLE, DOVER","13,933,132","6,320","3,634,003","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1990","OREGON","SABLEFISH","8,230,976","3,734","3,599,588","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1990","OREGON","SOLE, DOVER","16,553,757","7,509","4,531,427","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1990","WASHINGTON","SABLEFISH","4,269,888","1,937","3,187,984","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1990","WASHINGTON","SOLE, DOVER","4,023,625","1,825","1,084,992","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1990","WASHINGTON","THORNYHEAD, SHORTSPINE","446,125","202","183,031","Public","Commercial","Sebastolobus alascanus","166783","PACFINHIST"
"1989","CALIFORNIA","SABLEFISH","8,983,501","4,075","3,442,166","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1989","CALIFORNIA","SOLE, DOVER","17,027,315","7,724","4,616,296","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1989","OREGON","SABLEFISH","8,704,849","3,948","3,848,909","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1989","OREGON","SOLE, DOVER","19,638,358","8,908","5,472,414","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1989","WASHINGTON","SABLEFISH","5,651,329","2,563","3,610,854","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1989","WASHINGTON","SOLE, DOVER","4,764,328","2,161","1,314,656","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1989","WASHINGTON","THORNYHEAD, SHORTSPINE","342,044","155","127,170","Public","Commercial","Sebastolobus alascanus","166783","PACFINHIST"
"1988","CALIFORNIA","SABLEFISH","8,500,782","3,856","3,424,685","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1988","CALIFORNIA","SOLE, DOVER","18,071,082","8,197","5,438,900","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1988","OREGON","SABLEFISH","8,999,799","4,082","4,463,739","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1988","OREGON","SOLE, DOVER","16,925,202","7,677","5,216,494","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1988","WASHINGTON","SABLEFISH","7,180,157","3,257","5,408,936","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1988","WASHINGTON","SOLE, DOVER","4,958,754","2,249","1,497,356","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
