"Year","State","NMFS Name","Pounds","Metric Tons","Dollars","Confidentiality","Collection","Scientific Name","Tsn","Source"
"1988","WASHINGTON","THORNYHEAD, SHORTSPINE","227,733","103","79,036","Public","Commercial","Sebastolobus alascanus","166783","PACFINHIST"
"1987","CALIFORNIA","SABLEFISH","9,710,030","4,404","3,794,696","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1987","CALIFORNIA","SOLE, DOVER","23,723,648","10,761","7,124,218","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1987","OREGON","SABLEFISH","11,551,666","5,240","5,099,023","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1987","OREGON","SOLE, DOVER","13,353,184","6,057","4,183,579","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1987","WASHINGTON","SABLEFISH","7,353,381","3,335","4,990,163","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1987","WASHINGTON","SOLE, DOVER","3,616,964","1,641","1,102,846","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1986","CALIFORNIA","SABLEFISH","13,713,290","6,220","4,674,117","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1986","CALIFORNIA","SOLE, DOVER","24,365,419","11,052","6,197,778","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1986","OREGON","SABLEFISH","10,261,789","4,655","3,631,271","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1986","OREGON","SOLE, DOVER","10,623,952","4,819","2,826,918","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1986","WASHINGTON","SABLEFISH","6,044,754","2,742","3,231,067","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1986","WASHINGTON","SOLE, DOVER","3,346,904","1,518","858,550","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1985","CALIFORNIA","SABLEFISH","11,400,751","5,171","2,973,976","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1985","CALIFORNIA","SOLE, DOVER","26,499,127","12,020","6,181,249","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1985","OREGON","SABLEFISH","11,624,340","5,273","3,452,029","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1985","OREGON","SOLE, DOVER","12,585,062","5,709","3,160,269","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1985","WASHINGTON","SABLEFISH","8,852,595","4,016","4,425,147","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1985","WASHINGTON","SOLE, DOVER","6,205,004","2,815","1,501,482","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1984","CALIFORNIA","SABLEFISH","10,640,419","4,826","2,197,129","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1984","CALIFORNIA","SOLE, DOVER","21,563,452","9,781","4,950,712","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1984","OREGON","SABLEFISH","10,666,021","4,838","2,048,488","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1984","OREGON","SOLE, DOVER","13,472,729","6,111","3,194,805","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1984","WASHINGTON","SABLEFISH","10,467,636","4,748","2,590,051","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1984","WASHINGTON","SOLE, DOVER","7,317,692","3,319","1,629,496","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1983","CALIFORNIA","SABLEFISH","14,759,475","6,695","3,481,874","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1983","CALIFORNIA","SOLE, DOVER","18,913,890","8,579","4,163,269","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1983","OREGON","SABLEFISH","10,234,765","4,642","2,263,521","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1983","OREGON","SOLE, DOVER","18,698,513","8,482","4,233,757","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1983","WASHINGTON","SABLEFISH","7,810,681","3,543","2,066,036","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1983","WASHINGTON","SOLE, DOVER","6,584,181","2,987","1,494,092","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1982","CALIFORNIA","SABLEFISH","21,287,738","9,656","5,545,017","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1982","CALIFORNIA","SOLE, DOVER","22,164,989","10,054","5,120,708","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1982","OREGON","SABLEFISH","11,220,811","5,090","2,539,929","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1982","OREGON","SOLE, DOVER","17,951,407","8,143","4,197,648","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1982","WASHINGTON","SABLEFISH","9,143,191","4,147","2,595,769","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1982","WASHINGTON","SOLE, DOVER","6,057,260","2,748","1,354,728","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1981","CALIFORNIA","SABLEFISH","14,811,535","6,718","2,761,421","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1981","CALIFORNIA","SOLE, DOVER","20,418,283","9,262","4,500,305","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1981","OREGON","SABLEFISH","5,166,331","2,343","1,065,985","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1981","OREGON","SOLE, DOVER","11,672,991","5,295","2,568,934","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1981","WASHINGTON","SABLEFISH","5,609,719","2,545","1,631,553","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1981","WASHINGTON","SOLE, DOVER","4,331,437","1,965","895,590","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1980","CALIFORNIA","SABLEFISH","10,282,583","4,664","1,773,544","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1980","CALIFORNIA","SOLE, DOVER","18,045,180","8,185","3,657,333","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1980","OREGON","SABLEFISH","6,025,834","2,733","1,134,081","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1980","OREGON","SOLE, DOVER","9,080,509","4,119","1,831,351","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1980","WASHINGTON","SABLEFISH","3,137,921","1,423","731,027","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1980","WASHINGTON","SOLE, DOVER","4,444,321","2,016","896,864","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1979","CALIFORNIA","SABLEFISH","28,573,529","12,961","6,697,593","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1979","CALIFORNIA","SOLE, DOVER","23,394,118","10,612","4,944,778","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1979","OREGON","SABLEFISH","17,024,760","7,722","6,661,507","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1979","OREGON","SOLE, DOVER","11,226,910","5,092","2,416,458","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1979","WASHINGTON","SABLEFISH","6,330,481","2,871","3,136,999","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1979","WASHINGTON","SOLE, DOVER","4,763,898","2,161","958,674","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1978","CALIFORNIA","SABLEFISH","17,715,700","8,036","3,267,096","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1978","CALIFORNIA","SOLE, DOVER","20,770,100","9,421","3,788,677","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1978","OREGON","SABLEFISH","3,816,029","1,731","1,165,826","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1978","OREGON","SOLE, DOVER","7,546,417","3,423","1,524,870","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1978","WASHINGTON","SABLEFISH","4,042,601","1,834","1,579,546","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1978","WASHINGTON","SOLE, DOVER","3,187,853","1,446","575,504","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1977","CALIFORNIA","SABLEFISH","13,316,100","6,040","1,843,838","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1977","CALIFORNIA","SOLE, DOVER","21,923,900","9,945","3,477,983","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1977","OREGON","SABLEFISH","882,400","400","213,373","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1977","OREGON","SOLE, DOVER","4,075,300","1,849","733,554","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1977","WASHINGTON","SABLEFISH","2,522,800","1,144","890,343","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1977","WASHINGTON","SOLE, DOVER","2,324,100","1,054","412,047","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1976","CALIFORNIA","SABLEFISH","13,331,200","6,047","1,259,026","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1976","CALIFORNIA","SOLE, DOVER","22,756,800","10,322","3,068,179","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1976","OREGON","SABLEFISH","1,086,800","493","119,878","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1976","OREGON","SOLE, DOVER","5,018,100","2,276","687,161","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1976","WASHINGTON","SABLEFISH","1,410,200","640","245,933","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1976","WASHINGTON","SOLE, DOVER","2,819,900","1,279","358,433","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1975","CALIFORNIA","SABLEFISH","14,132,000","6,410","1,399,496","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1975","CALIFORNIA","SOLE, DOVER","22,688,600","10,291","2,506,970","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1975","OREGON","SABLEFISH","732,600","332","117,005","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1975","OREGON","SOLE, DOVER","4,886,900","2,217","537,595","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1975","WASHINGTON","SABLEFISH","2,013,500","913","312,745","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1975","WASHINGTON","SOLE, DOVER","1,231,600","559","148,784","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1974","CALIFORNIA","SABLEFISH","11,982,700","5,435","1,198,336","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1974","CALIFORNIA","SOLE, DOVER","19,087,500","8,658","2,198,243","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1974","OREGON","SABLEFISH","638,700","290","94,449","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1974","OREGON","SOLE, DOVER","5,863,300","2,660","774,031","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1974","WASHINGTON","SABLEFISH","1,293,300","587","285,429","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1974","WASHINGTON","SOLE, DOVER","1,317,400","598","153,210","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1973","CALIFORNIA","SABLEFISH","8,550,100","3,878","660,570","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1973","CALIFORNIA","SOLE, DOVER","22,485,700","10,199","2,276,304","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1973","OREGON","SABLEFISH","1,326,600","602","155,075","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1973","OREGON","SOLE, DOVER","4,696,900","2,130","470,426","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1973","WASHINGTON","SABLEFISH","578,100","262","111,024","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1973","WASHINGTON","SOLE, DOVER","1,254,100","569","124,886","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1972","CALIFORNIA","SABLEFISH","8,395,600","3,808","649,464","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1972","CALIFORNIA","SOLE, DOVER","22,081,700","10,016","1,807,688","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1972","OREGON","SABLEFISH","471,000","214","45,241","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1972","WASHINGTON","SABLEFISH","270,100","123","71,107","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1971","CALIFORNIA","SABLEFISH","4,423,900","2,007","290,079","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1971","CALIFORNIA","SOLE, DOVER","14,248,700","6,463","1,178,176","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1971","OREGON","SABLEFISH","433,900","197","35,933","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1971","WASHINGTON","SABLEFISH","461,800","209","68,555","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1970","CALIFORNIA","SABLEFISH","4,428,100","2,009","319,250","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1970","CALIFORNIA","SOLE, DOVER","15,160,900","6,877","1,232,997","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1970","OREGON","SABLEFISH","274,100","124","23,295","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1970","WASHINGTON","SABLEFISH","958,200","435","115,359","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1969","CALIFORNIA","SABLEFISH","4,156,800","1,886","310,048","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1969","CALIFORNIA","SOLE, DOVER","12,919,000","5,860","925,185","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1969","OREGON","SABLEFISH","813,300","369","88,695","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1969","WASHINGTON","SABLEFISH","453,900","206","57,307","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1968","CALIFORNIA","SABLEFISH","3,219,500","1,460","229,325","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1968","CALIFORNIA","SOLE, DOVER","8,535,500","3,872","577,514","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1968","OREGON","SABLEFISH","627,300","285","68,154","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1968","WASHINGTON","SABLEFISH","375,800","170","38,167","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1967","CALIFORNIA","SABLEFISH","3,798,500","1,723","314,983","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1967","CALIFORNIA","SOLE, DOVER","7,215,000","3,273","466,234","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1967","OREGON","SABLEFISH","647,400","294","64,644","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1967","WASHINGTON","SABLEFISH","541,000","245","60,070","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1966","CALIFORNIA","SABLEFISH","3,215,900","1,459","230,625","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1966","CALIFORNIA","SOLE, DOVER","10,311,600","4,677","686,595","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1966","OREGON","SABLEFISH","384,900","175","39,044","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1966","WASHINGTON","SABLEFISH","1,018,800","462","125,762","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1965","CALIFORNIA","SABLEFISH","2,863,600","1,299","200,712","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1965","CALIFORNIA","SOLE, DOVER","10,760,000","4,881","653,868","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1965","OREGON","SABLEFISH","365,900","166","34,357","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1965","WASHINGTON","SABLEFISH","1,742,200","790","255,357","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1964","CALIFORNIA","SABLEFISH","2,463,400","1,117","162,703","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1964","CALIFORNIA","SOLE, DOVER","9,265,200","4,203","560,490","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1964","OREGON","SABLEFISH","407,800","185","40,305","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1964","WASHINGTON","SABLEFISH","2,609,800","1,184","383,633","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1963","CALIFORNIA","SABLEFISH","1,809,300","821","98,340","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1963","CALIFORNIA","SOLE, DOVER","9,781,700","4,437","599,105","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1963","OREGON","SABLEFISH","551,400","250","52,514","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1963","WASHINGTON","SABLEFISH","2,744,100","1,245","376,839","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1962","CALIFORNIA","SABLEFISH","2,015,300","914","111,692","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1962","CALIFORNIA","SOLE, DOVER","8,581,200","3,892","516,806","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1962","OREGON","SABLEFISH","386,600","175","34,525","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1962","WASHINGTON","SABLEFISH","4,947,800","2,244","523,272","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1961","CALIFORNIA","SABLEFISH","1,618,000","734","85,798","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1961","CALIFORNIA","SOLE, DOVER","7,826,600","3,550","456,337","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1961","OREGON","SABLEFISH","567,800","258","50,347","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1961","WASHINGTON","SABLEFISH","3,180,900","1,443","397,143","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1960","CALIFORNIA","SABLEFISH","2,418,900","1,097","121,049","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1960","CALIFORNIA","SOLE, DOVER","9,184,800","4,166","520,903","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1960","OREGON","SABLEFISH","448,800","204","42,974","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1960","WASHINGTON","SABLEFISH","5,485,900","2,488","631,658","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1959","CALIFORNIA","SABLEFISH","1,938,500","879","99,063","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1959","CALIFORNIA","SOLE, DOVER","7,327,400","3,324","394,078","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1959","OREGON","SABLEFISH","286,600","130","29,474","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1959","WASHINGTON","SABLEFISH","4,258,200","1,932","452,115","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1958","CALIFORNIA","SABLEFISH","1,733,000","786","97,072","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1958","CALIFORNIA","SOLE, DOVER","8,053,000","3,653","420,698","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1958","OREGON","SABLEFISH","251,000","114","14,623","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1958","WASHINGTON","SABLEFISH","2,177,300","988","202,956","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1957","CALIFORNIA","SABLEFISH","2,182,400","990","144,749","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1957","CALIFORNIA","SOLE, DOVER","7,912,100","3,589","388,361","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1957","OREGON","SABLEFISH","642,800","292","49,142","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1957","WASHINGTON","SABLEFISH","4,546,100","2,062","441,929","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1956","CALIFORNIA","SABLEFISH","2,868,400","1,301","142,482","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1956","CALIFORNIA","SOLE, DOVER","8,268,400","3,751","391,299","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1956","OREGON","SABLEFISH","578,800","263","45,529","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1956","WASHINGTON","SABLEFISH","6,405,300","2,905","558,449","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1955","CALIFORNIA","SABLEFISH","2,065,700","937","130,127","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1955","CALIFORNIA","SOLE, DOVER","8,185,400","3,713","395,452","Public","Commercial","Microstomus pacificus","172887","PACFINHIST"
"1955","OREGON","SABLEFISH","302,100","137","24,708","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1955","WASHINGTON","SABLEFISH","4,208,700","1,909","403,762","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1954","CALIFORNIA","SABLEFISH","2,357,500","1,069","172,829","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1954","OREGON","SABLEFISH","569,800","258","41,914","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1954","WASHINGTON","SABLEFISH","3,804,000","1,725","395,225","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1953","CALIFORNIA","SABLEFISH","1,656,900","752","110,271","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1953","OREGON","SABLEFISH","290,900","132","21,240","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1953","WASHINGTON","SABLEFISH","3,226,400","1,463","330,483","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1952","CALIFORNIA","SABLEFISH","1,343,900","610","90,778","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1952","OREGON","SABLEFISH","313,800","142","30,395","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1952","WASHINGTON","SABLEFISH","3,182,000","1,443","326,592","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1951","CALIFORNIA","SABLEFISH","2,585,100","1,173","199,360","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1951","OREGON","SABLEFISH","714,000","324","49,512","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1951","WASHINGTON","SABLEFISH","4,904,000","2,224","454,374","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1950","CALIFORNIA","SABLEFISH","1,584,000","718","90,460","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1950","OREGON","SABLEFISH","446,600","203","31,383","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
"1950","WASHINGTON","SABLEFISH","3,063,200","1,389","324,764","Public","Commercial","Anoplopoma fimbria","167123","PACFINHIST"
